timestamp,country,state,city,temperature,humidity,pressure,PM2.5,NO2,O3,CO
2024-01-01 00:00:00,Germany,Berlin,Berlin,30.483570765056164,57.92603548243223,1018.4768853810069,113.07574641020064,27.65846625276664,23.126904344406555,1.2737638446522175
2024-01-01 01:00:00,India,Maharashtra,Mumbai,31.837173645764544,52.95788421097572,1017.4256004358597,63.41455767968844,25.34270246429743,26.935698172528273,0.22601592660266068
2024-01-01 02:00:00,Japan,Osaka,Osaka,19.375410837434835,51.56568706138541,1001.8716887966558,82.85618331488185,20.91975924478789,13.701570389317668,1.2396946306764662
2024-01-01 03:00:00,Saudi Arabia,Riyadh,Riyadh,26.871118497567323,61.012923070318855,997.7525181378654,61.39043188687043,31.10922589709866,15.792051380621578,0.9127094055037016
2024-01-01 04:00:00,China,Guangdong,Guangzhou,24.996806550405974,55.62459375310085,1005.982933877706,121.30695461272344,29.865027752620662,16.538312568352797,1.0467634736309568
2024-01-01 05:00:00,China,Beijing,Beijing,21.895781750144888,63.132953925071334,992.4032987612022,41.79534877753924,31.968612358691235,30.907732639963285,0.8514104843569912
2024-01-01 06:00:00,Philippines,Davao,Davao City,27.421758588058797,55.48344456616067,997.2147800963257,57.003894790132286,25.393612290402125,33.45697780975132,0.9030854868705385
2024-01-01 07:00:00,UK,Wales,Cardiff,19.18479922318633,64.86125954092192,1008.1491771958368,58.07694999235103,36.11676288840868,33.24799617996761,1.0793840357348596
2024-01-01 08:00:00,Russia,Moscow,Moscow,23.803912383886807,55.36181436223178,1015.3126343140357,99.38862817805898,25.2082576215471,23.514728186689464,0.4680995077981916
2024-01-01 09:00:00,Egypt,Giza,Giza,22.018966879596647,72.18788733591298,1025.5624002857082,73.19974696049165,40.03532897892024,27.893088200381072,0.6064640736184628
2024-01-01 10:00:00,Mexico,Jalisco,Guadalajara,29.80697802754207,83.07054849698955,1011.6417396089005,114.11609139535015,5.0,31.57522003500179,0.8261141204714514
2024-01-01 11:00:00,Thailand,Chiang Mai,Chiang Mai,26.504963247670663,61.37641164803254,992.1243108539911,69.50820280406221,33.57112571511746,36.82315235793213,0.6445189345179059
2024-01-01 12:00:00,Japan,Aichi,Nagoya,23.95753198553406,52.47364434623195,1021.1540211770207,83.21877774149212,24.702397962329613,29.10613946490685,0.8291232648044121
2024-01-01 13:00:00,Argentina,Córdoba,Córdoba,32.84322495266444,49.469203591839715,1008.7233785340223,65.19729617169605,15.364850518678814,27.368962216516607,0.8783165816539669
2024-01-01 14:00:00,Germany,Bavaria,Munich,28.025567283212304,56.481192999372794,997.8462925794959,64.48386693086603,26.572854834732304,18.58178184622705,0.7516142865001973
2024-01-01 15:00:00,Vietnam,Da Nang,Da Nang,30.020254284072692,88.29278851815795,1013.7457781283184,81.4387597680691,29.255540842338327,9.649830277607668,0.7920458373652349
2024-01-01 16:00:00,India,Delhi,New Delhi,28.301151049705133,96.94863168727929,1010.0763903521888,82.53868355834031,29.652882302947567,15.650575699043744,1.1428468443545061
2024-01-01 17:00:00,Egypt,Cairo,Cairo,31.759665163433873,71.8654792056457,1002.9061254520526,110.06985777340248,15.981489372077192,29.694856750402163,1.4571366877429934
2024-01-01 18:00:00,Bangladesh,Khulna,Khulna,23.04731837434656,51.50553405595842,1012.9965136508764,62.41310864709502,14.493365689338674,25.54850379844822,0.4813088858821686
2024-01-01 19:00:00,Vietnam,Da Nang,Da Nang,30.36796215317591,46.20863648649295,1027.4993440501753,55.418667691594074,26.779384837943244,31.50813773895736,0.4307407050698135
2024-01-01 20:00:00,Turkey,Ankara,Ankara,29.137299673020646,79.60714131423643,995.9251676543877,79.6158464633076,32.598827942484235,31.254582974218483,0.42891478673657546
2024-01-01 21:00:00,Malaysia,Selangor,Shah Alam,21.397716934578618,67.82912348425347,1014.9698467323319,81.26232125864692,33.46448209496975,19.559802227372074,0.8696761091483011
2024-01-01 22:00:00,Australia,Queensland,Brisbane,29.465362366493405,49.28472872960448,1030.6577451114476,86.84582302279469,18.086965027973513,30.252428869070638,0.5075954989318037
2024-01-01 23:00:00,Pakistan,KPK,Peshawar,31.93542301871226,77.37893368511106,1003.7931768164829,99.08440323110804,34.12780926936498,31.57648127995592,1.3690378947961843
2024-01-02 00:00:00,Iran,Fars,Shiraz,26.773059419985646,48.693957534637654,1003.1048557037448,54.60474287586405,29.22898290585896,27.72921579853315,0.8830072397990057
2024-01-02 01:00:00,Japan,Osaka,Osaka,32.13591624518012,60.19502837816861,1026.5353407715731,68.3835791690511,57.20169166589619,30.00533878212005,0.5428527330751153
2024-01-02 02:00:00,Malaysia,Kuala Lumpur,Kuala Lumpur,22.64553750969444,67.23708622864778,1009.7653721467415,92.8500123523023,34.73237624573545,24.41736869874502,0.5459618845794786
2024-01-02 03:00:00,South Africa,Western Cape,Cape Town,20.425763876570677,53.302275718994686,1020.5639879432347,80.3523436032551,17.54261221288012,26.385447406809455,0.9155952139186511
2024-01-02 04:00:00,Iraq,Baghdad,Baghdad,23.580712818994336,62.305876589182915,1012.58208718446,46.42574255423442,33.577873603482836,29.486276210945874,1.1249153729525831
2024-01-02 05:00:00,Italy,Lombardy,Milan,33.26901026017451,39.33495948064363,1002.6217496008487,87.8758816802165,35.13785950912209,29.120381490448384,1.9558194471964163
2024-01-02 06:00:00,Spain,Catalonia,Barcelona,30.854452553465833,77.03348460270898,1021.540017634932,91.28478128264496,26.847307553596544,31.07175376394614,0.5681524356387285
2024-01-02 07:00:00,Saudi Arabia,Eastern Province,Dammam,26.815906966299956,52.71954678256345,1012.8187413938632,132.86646416683772,11.327348074082519,30.490081522996107,0.31618523864310455
2024-01-02 08:00:00,Russia,Moscow,Moscow,25.640340671052833,76.33425895451049,1012.6428001909546,48.05638055176735,22.846962907400318,30.436781991477407,0.5808900104848591
2024-01-02 09:00:00,France,Île-de-France,Paris,29.082292947909874,60.68357759855721,1005.4839965239419,128.59860223313314,36.33919022318011,8.798859306739143,0.8559362944308283
2024-01-02 10:00:00,Vietnam,Ho Chi Minh City,Ho Chi Minh City,24.69106767615806,72.78650002194335,1004.074792615673,72.13158896332753,35.049872789804574,31.92604155336097,0.43991107788326717
