timestamp,temperature,humidity,pressure,PM2.5,NO2,O3,CO
01-01-2024 00:00,30.48357077,68.55919496,1007.762403,118.1423448,23.2150527,29.0858844,0.756973035
01-01-2024 01:00,27.30867849,74.52276991,1007.465859,78.0461116,26.94500537,16.85640443,0.790203229
01-01-2024 02:00,31.23844269,55.03037425,994.0435683,93.83543684,24.02618939,18.93228862,0.819288464
01-01-2024 03:00,35.61514928,50.81644898,1008.699098,77.49565788,31.10418047,17.16467409,1.084058438
01-01-2024 04:00,26.82923313,43.7227421,1019.328291,58.31666547,41.97178531,23.89199182,0.575834807
01-01-2024 05:00,26.82931522,47.61884205,999.2576788,18.95210164,22.28957843,34.36153867,0.546095903
01-01-2024 06:00,35.89606408,100,1022.484827,80.13639218,40.00820498,24.95967304,1.170985923
01-01-2024 07:00,31.83717365,78.67019371,1016.877748,55.60983488,22.18327928,21.45425046,0.661206577
01-01-2024 08:00,25.65262807,39.73388451,1004.657667,54.99161485,21.52372788,12.79508056,0.421089394
01-01-2024 09:00,30.71280022,40.16313065,1010.584704,62.5253186,38.18594618,29.41699668,0.654461017
01-01-2024 10:00,25.68291154,67.22799093,1027.983218,118.6215352,39.21936378,18.75676315,0.700984179
01-01-2024 11:00,25.67135123,68.20897196,1019.335478,135.1209386,38.51409937,25.94014095,1.266488818
01-01-2024 12:00,29.20981136,68.23325753,1012.087837,80.43019844,16.84202592,22.16625107,1.077447864
01-01-2024 13:00,18.43359878,56.1756631,1009.623167,63.3808194,25.34049022,31.70541776,1.144256185
01-01-2024 14:00,19.37541084,58.1181861,1012.766091,45.56933956,38.22988592,23.74210886,1.045992093
01-01-2024 15:00,25.18856235,64.91819286,1006.882364,86.71350404,30.41541841,24.52858916,1.083873101
01-01-2024 16:00,22.9358444,61.28839509,990.9525049,119.57264,19.26307154,28.88597718,0.593575362
01-01-2024 17:00,29.57123666,26.71049441,1032.421779,68.81649032,34.58317939,41.85552146,0.740419353
01-01-2024 18:00,23.45987962,56.55300554,1013.55325,15.52509898,22.85192741,32.10757544,0.503025406
01-01-2024 19:00,20.93848149,47.22890349,1015.981473,91.7512418,47.94524848,24.29115115,0.736853591
01-01-2024 20:00,35.32824384,62.62817128,1011.420923,99.63499279,45.44841462,25.02558392,1.005231497
01-01-2024 21:00,26.8711185,100,1004.648832,35.35385899,36.04097426,20.80112432,0.840374985
01-01-2024 22:00,28.33764102,65.51222498,1010.140755,79.41210459,43.61006705,17.40003437,1.193444246
01-01-2024 23:00,20.87625907,55.29705471,996.0060524,86.2806504,30.6479135,20.5779937,0.457575262
02-01-2024 00:00,25.27808638,73.82702253,1034.770865,73.17231745,37.65437494,18.82280829,0.950071505
02-01-2024 01:00,28.55461295,67.24031831,999.65488,55.23072702,44.77720295,30.22694707,0.425509159
02-01-2024 02:00,22.24503211,66.30141736,1001.680337,100.3984306,32.45498682,16.43044114,0.828252941
02-01-2024 03:00,29.87849009,69.1027589,1007.597408,64.91550635,27.44812828,35.66568449,1.022100027
02-01-2024 04:00,24.99680655,90.84815347,1024.880757,37.87034593,12.95378042,31.01637107,0.73564923
02-01-2024 05:00,26.54153125,43.03667347,1012.14509,23.76313786,29.16866474,25.16401383,0.965337981
02-01-2024 06:00,24.99146694,67.10448115,999.638642,106.521238,38.23423185,25.00254889,0.5120803
02-01-2024 07:00,37.26139092,46.10428305,1024.543384,90.41659941,39.45633428,20.54174952,0.300893007
02-01-2024 08:00,27.93251388,68.3326897,1019.310006,77.19933868,35.04365066,27.16067529,0.967108887
02-01-2024 09:00,22.71144536,46.21970233,1017.38435,63.99313408,24.58700905,33.70473971,1.32320307
02-01-2024 10:00,32.11272456,53.7394978,1019.157342,61.77503964,10.23178431,19.3747483,0.501186518
02-01-2024 11:00,21.89578175,55.57365129,1035.943619,48.10658379,25.04784902,12.73286329,1.166658254
02-01-2024 12:00,29.04431798,74.63725079,1033.850949,64.21360889,26.95655129,30.62574604,0.813027023
02-01-2024 13:00,18.20164938,73.77681666,1005.132847,21.99781962,26.87071033,27.59492779,0.399292543
02-01-2024 14:00,21.35906976,41.31423935,1028.23885,56.59840866,36.18556357,16.03840959,0.46054841
02-01-2024 15:00,28.98430618,60.82401166,1015.831682,67.22656209,49.85676411,19.13286903,0.804735432
02-01-2024 16:00,31.6923329,49.35630218,1016.990958,90.24700118,31.23529202,18.12716581,0.678661314
02-01-2024 17:00,28.85684141,41.12242634,995.0772917,74.00183842,27.83268211,19.20374185,0.406126107
02-01-2024 18:00,27.42175859,56.74474424,1010.296142,94.87307785,27.40778187,22.41053797,0.291788216
02-01-2024 19:00,26.49448152,55.37275817,1003.871764,108.7283776,31.24384767,22.86762157,0.545984202
02-01-2024 20:00,20.60739005,96.4007473,1020.280588,101.4542523,21.7170624,19.79365076,0.858142702
02-01-2024 21:00,24.40077896,66.49439738,1022.710805,86.76274618,31.20198559,18.93468944,0.798079774
02-01-2024 22:00,25.69680615,39.33573749,991.2551365,75.29656698,34.50812336,23.16972525,0.649628613
02-01-2024 23:00,33.28561113,51.52838994,1011.779651,50.48029979,32.09686064,26.34153228,0.860566158
03-01-2024 00:00,29.71809145,75.32074943,1023.218615,93.49860128,34.57541934,22.46962771,1.112008016
03-01-2024 01:00,19.18479922,91.32664159,1010.13321,116.9936846,34.33747609,34.26933619,0.918237953
03-01-2024 02:00,29.62041985,36.21025032,1019.290636,83.55265099,12.28103318,29.06470172,0.763607399
03-01-2024 03:00,26.0745886,31.80113422,1015.511655,122.9314787,36.36870158,12.27323315,1.078421602
03-01-2024 04:00,24.61539,88.06447763,1015.416602,36.8607073,23.28985154,29.18982212,0.512044909
03-01-2024 05:00,31.05838144,65.84421266,1009.28685,46.14591538,19.04160837,29.84435186,0.732524138
03-01-2024 06:00,33.15499761,46.97560902,999.834192,96.38003769,18.95548172,21.52212026,0.739673619
03-01-2024 07:00,32.6564006,68.01943629,1000.784699,81.60725525,34.3354161,13.0384193,0.428914022
03-01-2024 08:00,23.80391238,20.46378391,1019.093525,107.8445544,27.77425073,25.06453408,0.674037751
03-01-2024 09:00,26.45393812,60.0506326,1012.194583,74.61320898,13.18031216,24.93833079,0.177512096
03-01-2024 10:00,29.65631716,64.91731759,1010.614878,53.30061444,34.78037815,16.02683011,1.373653414
03-01-2024 11:00,32.87772564,73.86405209,1007.7611,69.66016894,15.60391869,13.39024627,0.518775863
03-01-2024 12:00,25.60412881,44.79156072,1008.948112,36.68290073,31.39821359,24.29957163,1.275834239
03-01-2024 13:00,27.07170512,61.28530742,1022.469118,46.78523317,32.38498926,23.13538246,0.811425352
03-01-2024 14:00,22.46832513,46.11863061,1008.647559,99.31109995,38.85577082,21.66187708,0.96945924
03-01-2024 15:00,22.01896688,63.83075634,998.5893529,96.81968536,47.81684786,24.33271412,0.65336006
03-01-2024 16:00,32.06262911,46.56980516,1019.436518,84.07510712,16.35323674,16.17778901,0.862378908
03-01-2024 17:00,34.78120014,53.87848741,1009.951233,31.97306198,29.47526144,21.5214351,0.995146892
03-01-2024 18:00,27.63994939,45.06276908,1012.313959,66.03991061,27.23664705,29.26660024,0.999365724
03-01-2024 19:00,33.01766449,69.76704363,1028.075783,44.37500278,34.33749686,22.20023936,1.032432017
03-01-2024 20:00,29.80818013,72.87676675,1011.794394,104.4133313,32.15668771,11.62422023,0.689500187
03-01-2024 21:00,24.77440123,56.48069145,1014.891837,60.40694666,26.47453757,21.21846178,0.655892098
03-01-2024 22:00,29.80697803,60.57356992,1000.210765,47.85630723,25.59097811,16.43873229,0.321747102
03-01-2024 23:00,35.69018283,38.27112878,1009.803305,75.74490413,18.83549145,27.13709037,0.956965703
04-01-2024 00:00,27.8208698,55.50485028,1018.09526,58.99613858,39.87861582,27.55069923,1.124713613
04-01-2024 01:00,35.82321828,59.24693074,996.4462627,112.0935978,34.59204182,11.729803,1.284794504
04-01-2024 02:00,14.90127448,99.31189637,1014.008451,56.62972756,39.17768198,31.07210376,0.89155179
04-01-2024 03:00,32.10951252,43.32049461,1013.007911,40.01929352,26.89603864,16.10250959,0.570056068
04-01-2024 04:00,28.43523534,81.96265858,1012.412875,21.17716211,23.43164531,37.47345832,0.290871157
04-01-2024 05:00,26.50496325,74.9528816,1022.371589,74.23033744,19.21684933,24.60978988,1.11250002
04-01-2024 06:00,28.45880388,64.20954607,1015.344385,60.95174715,33.58917584,15.02885201,0.26111703
04-01-2024 07:00,18.06215543,86.37930726,1026.780719,39.27738484,19.60206775,15.86411143,0.697818777
04-01-2024 08:00,26.90164056,65.58158209,1002.064105,104.7306615,48.48663069,27.78476233,0.732707952
04-01-2024 09:00,29.78556286,65.83738794,1013.359246,91.68112869,16.92357419,21.86960088,0.779163459
04-01-2024 10:00,35.38947022,59.2031902,1012.844668,74.29455303,32.73660119,24.22676872,0.81074078
04-01-2024 11:00,25.40864891,78.35353324,1001.307455,109.1081561,45.66854707,37.90224186,0.841444267
04-01-2024 12:00,23.95753199,76.44703851,1021.56295,91.56340083,35.99089759,19.40604749,0.1
04-01-2024 13:00,25.49121478,50.61484069,1035.246733,54.42860246,31.75673712,25.47970286,0.804396773
04-01-2024 14:00,32.57701059,40.21129208,1011.829939,49.0194959,20.31516353,36.3587559,0.131127328
04-01-2024 15:00,29.64375555,56.95529044,1017.050211,95.44953861,16.18230811,27.1641078,1.019665422
04-01-2024 16:00,25.35119898,47.99942153,1012.845185,84.90917391,37.70050109,12.14717812,0.633462453
04-01-2024 17:00,30.56633717,59.04713138,1004.864153,79.2436942,45.06147241,29.04311209,0.152888982
04-01-2024 18:00,28.48538775,78.56157202,993.7923972,53.83755493,25.6115001,15.69597714,0.555738597
04-01-2024 19:00,32.84322495,53.14047517,1004.942265,90.19868918,18.60938492,36.25446023,0.628977398
04-01-2024 20:00,24.48973453,59.35764928,998.0804162,56.11252792,5.418305695,18.41705916,1.157209885
04-01-2024 21:00,26.36168927,60.87034102,1029.041021,72.45033364,20.19235156,48.75607606,0.858991323
04-01-2024 22:00,26.03945923,72.72646323,1010.848903,111.1736037,28.86343158,36.73900791,0.903333483
04-01-2024 23:00,20.68242526,26.29665999,1008.540807,58.4791441,45.99123241,18.62709944,1.15436649
05-01-2024 00:00,29.48060139,50.89949558,1020.891538,35.67526857,36.73133692,25.16011044,0.771156714
05-01-2024 01:00,29.30527636,63.16925538,1000.782489,48.6863202,33.05085405,31.02915425,1.026256388
05-01-2024 02:00,28.02556728,78.00118435,1004.33136,99.85747067,25.99880339,31.26928379,1.005158334
05-01-2024 03:00,26.82706433,52.62146329,1012.680723,81.36827843,24.16834283,28.53869008,0.414059152
05-01-2024 04:00,20.92314629,31.85170941,1022.28769,71.77806553,44.05647598,35.0172723,1.241895073
05-01-2024 05:00,25.89677339,69.29567169,1017.01685,62.27265487,32.00738541,24.01624843,0.373909466
05-01-2024 06:00,26.28642742,50.46956417,1014.483251,87.13399769,8.973993081,22.06625865,1.075209995
05-01-2024 07:00,23.98861365,42.15500011,1012.781177,53.77237873,23.26460352,22.2250881,0.344878089
05-01-2024 08:00,27.19357144,50.63481915,1016.002359,82.64163922,21.41783968,31.86698586,0.980371036
05-01-2024 09:00,30.02025428,57.23211964,1014.016529,56.71863578,24.53735991,27.92144832,1.358574463
05-01-2024 10:00,37.43092951,50.92883003,1001.700277,52.55851537,35.6291066,27.33026933,0.736106403
05-01-2024 11:00,28.87288906,26.91650914,1012.460792,59.06281413,28.92555118,31.36187399,0.723093307
05-01-2024 12:00,29.28775195,73.45599295,1001.263113,65.61481384,29.23134593,8.591580737,0.983132
05-01-2024 13:00,27.62777042,79.12312562,1012.810825,73.7792541,43.13473161,27.48055059,0.701181063
05-01-2024 14:00,18.40614392,69.77282987,1007.193521,80.88639488,23.0353891,26.74855111,1.345483611
05-01-2024 15:00,27.86743062,42.93471494,1037.393816,5,48.64199526,38.35046465,0.857657675
05-01-2024 16:00,28.30115105,56.97762699,1011.601056,54.80873606,23.28692409,12.77129614,0.703949148
05-01-2024 17:00,40.31621056,59.90218027,997.9576043,65.21075057,30.89198197,37.45749306,0.637914342
05-01-2024 18:00,27.03819518,68.98191584,1010.658198,112.626551,27.18796405,25.60327303,0.520115459
05-01-2024 19:00,29.50773671,70.02510733,1017.193587,47.99993479,31.23419134,28.91191625,0.611673504
05-01-2024 20:00,27.82644115,48.98739302,1028.733639,79.06991545,34.44591995,38.4073503,0.694797982
05-01-2024 21:00,22.15660981,61.22993335,1006.105476,112.3757577,34.3383524,29.48609014,0.653708278
05-01-2024 22:00,33.71411407,66.85920607,996.1757203,42.17578675,22.46882669,28.20294632,0.602547418
05-01-2024 23:00,31.75966516,81.83733483,1020.16837,84.84938065,18.77085323,26.93832949,1.429652369
06-01-2024 00:00,31.95515974,70.5675981,998.1940129,54.94320415,55.03171791,21.13217492,0.490971477
06-01-2024 01:00,23.45306273,71.83585031,1007.638446,62.38415644,25.1601566,24.772087,0.843989776
06-01-2024 02:00,35.01397155,61.25739942,1009.423795,54.92222915,36.99212439,19.27589787,0.977756303
06-01-2024 03:00,20.99074469,81.15688718,1011.303665,56.70356729,13.92358689,24.6434648,0.989032399
06-01-2024 04:00,30.93428547,66.14644194,1018.891645,143.0478037,27.2038728,6.312554424,0.782417877
06-01-2024 05:00,38.95227813,47.08368135,1005.163657,96.1113968,28.72800616,28.43231654,0.727789228
06-01-2024 06:00,23.04731837,81.05054955,1009.262707,102.5434465,34.7281507,24.02610197,0.935464247
06-01-2024 07:00,25.16851135,70.46854909,1011.857296,87.29983717,5,22.31037011,0.879956495
06-01-2024 08:00,28.49825683,53.35433968,1013.49598,34.84358029,31.66140613,26.75806467,0.72231235
06-01-2024 09:00,25.48262173,52.80760549,1012.978272,84.87394926,18.50258545,13.53148862,0.331436428
06-01-2024 10:00,20.24668284,64.44863318,1016.360058,101.8232404,33.24345711,40.43415997,0.659622883
06-01-2024 11:00,28.34281487,66.94777193,1020.438395,53.66501315,19.63670803,24.17786031,0.456034951
06-01-2024 12:00,22.68848143,62.95938398,1015.926341,99.13316668,21.44517304,23.83324454,0.599852135
06-01-2024 13:00,30.36796215,64.6696301,1016.535855,92.60840525,27.2637239,17.27683032,0.809966972
06-01-2024 14:00,23.40287883,85.49936062,996.1777683,121.3010011,19.4767053,25.19157106,0.907620843
06-01-2024 15:00,35.74967203,76.07314728,1012.502277,64.55542469,25.24465553,36.09567912,1.334135825
06-01-2024 16:00,24.08373354,62.85953387,1016.795075,47.55972544,18.06624231,33.28732968,0.638778086
06-01-2024 17:00,26.38969242,74.11965871,1019.289412,65.95929727,11.66829548,31.83550201,1.032387691
06-01-2024 18:00,32.06758609,44.51214145,1005.076492,110.8892748,40.17957052,29.37119161,0.891788007
06-01-2024 19:00,21.84567842,65.96890575,1005.409607,29.28985298,17.03951307,22.13165978,1.188799301
06-01-2024 20:00,29.13729967,87.13959525,1006.258993,23.29060711,28.21319112,13.39869466,0.972868616
06-01-2024 21:00,34.53571377,56.72931157,1017.364139,77.23488197,37.52891081,23.39168983,0.497455572
06-01-2024 22:00,19.96258383,47.28549107,1022.338811,63.93526768,23.85055897,23.11302828,0.283086191
06-01-2024 23:00,28.92316929,50.21866667,1007.925399,75.19319733,21.748341,33.39035552,0.89337851
07-01-2024 00:00,29.29941397,43.65550444,1021.079623,98.63279428,32.26238089,27.47512354,0.641464701
07-01-2024 01:00,31.90911436,48.22857138,1013.234798,61.18576635,41.17933823,37.89849222,0.505905876
07-01-2024 02:00,21.81524645,54.44237852,1010.757142,28.17485423,18.30684735,34.57990832,0.419726689
07-01-2024 03:00,21.39771693,38.91649471,1009.886158,126.1120389,28.49852168,21.34803512,0.848292649
07-01-2024 04:00,30.60970783,60.23427501,1019.466114,50.06929281,12.67505405,10.63896643,1.25231231
07-01-2024 05:00,29.48492337,73.53415761,1015.255778,48.52407195,26.06798996,36.08460187,0.677398296
07-01-2024 06:00,29.25246425,46.3836573,1034.758254,102.5930003,30.34204685,35.87508179,0.977081093
07-01-2024 07:00,29.73224105,82.78925885,1003.477754,65.38777197,21.45375358,14.07030727,0.769320095
07-01-2024 08:00,24.59987639,67.66188133,1017.181017,73.4152537,25.43008166,37.07392016,0.413185373
07-01-2024 09:00,29.16126849,75.45870878,1006.70799,87.0697531,15.91773232,28.05693736,1.020443403
07-01-2024 10:00,29.46536237,50.13248169,1003.30713,102.0895776,30.77078611,26.28548399,0.471592387
07-01-2024 11:00,24.42824291,72.81787841,1011.891329,66.66348267,40.55694249,37.91826603,0.806487989
07-01-2024 12:00,37.32887256,43.62099149,1013.373525,112.9988001,19.0285613,35.75748139,0.697543875
07-01-2024 13:00,30.3691646,73.35371251,1041.181736,21.60500378,23.77328233,30.21064762,1.06792323
